# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_otid_01  order by site_no' |# 02/19/2019 21:01:29, llorzol
#
agency_cd	site_no	otid_seq_nu	otid_id	assigner_nm	otid_web_cd	otid_cn	otid_cr	otid_mn	otid_md
5s	15s	9n	15s	15s	1s	8s	25d	8s	25d
USGS	10401600	2	214	WARING, 1909	Y	tiffany	02-OCT-2018 17:50:30	tiffany	02-OCT-2018 17:50:30
USGS	10401600	1	17120003002858	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:05:19	tiffany	22-JAN-2018 16:05:19
USGS	10401600	3	317	PIPER, 1939	Y	tiffany	02-OCT-2018 17:50:30	tiffany	02-OCT-2018 17:50:30
USGS	11486990	2	LRDCT	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11486990	1	LRDCTL	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11507501	4	KRLR	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11507501	2	KRS1	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11507501	1	KR253.2	USBR	Y	tiffany	21-MAR-2013 12:55:02	tiffany	16-JUN-2016 19:31:02
USGS	11507501	3	KRLRB	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11508600	1	KRS6	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11509370	1	KR234.9S	USBR	Y	tiffany	21-MAR-2013 12:55:02	tiffany	17-JUN-2016 15:20:29
USGS	11509370	3	KR234.9	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11509370	2	KRS14	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	11509370	4	KRKN	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	413640121124301	1	CDWR 366808	CDWR	Y	tiffany	10-AUG-2001 14:06:00	tiffany	10-AUG-2001 14:06:00
USGS	413804121581501	1	CDWR-49906	CDWR	Y	tiffany	25-JAN-2002 21:51:59	tiffany	25-JAN-2002 21:51:59
USGS	413851119183101	1	17120008005956	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	413905119224601	1	17120008005886	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	413936121490601	1	CDWR 11034	CDWR	Y	tiffany	10-AUG-2001 14:05:58	tiffany	10-AUG-2001 14:05:58
USGS	414053121104101	1	CDWR 78627	CDWR	Y	tiffany	10-AUG-2001 14:06:00	tiffany	10-AUG-2001 14:06:00
USGS	414203121104001	1	00100426	QWDATA REC NO	Y	tiffany	03-SEP-2002 20:42:56	tiffany	03-SEP-2002 20:42:56
USGS	414203121104001	2	0650001	USGS-NWQL	Y	tiffany	03-SEP-2002 20:42:56	tiffany	03-SEP-2002 20:42:56
USGS	414203121104002	1	CDWR 193052	CDWR	Y	tiffany	10-AUG-2001 14:15:14	tiffany	10-AUG-2001 14:15:14
USGS	414236121584601	1	CDWR 3960	CDWR	Y	tiffany	10-AUG-2001 14:06:01	tiffany	10-AUG-2001 14:06:01
USGS	414340119224501	1	17120008005963	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414413121100501	1	CDWR 224063	CDWR	Y	tiffany	10-AUG-2001 14:15:13	tiffany	10-AUG-2001 14:15:13
USGS	414430120595601	1	CDWR 705578	CDWR	Y	tiffany	10-AUG-2001 14:15:15	tiffany	10-AUG-2001 14:15:15
USGS	414531120574701	1	CDWR 557381	CDWR	Y	tiffany	10-AUG-2001 14:15:15	tiffany	10-AUG-2001 14:15:15
USGS	414541119214501	1	17120008005840	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414625120515001	1	CDWR 557373	CDWR	Y	tiffany	10-AUG-2001 14:15:16	tiffany	10-AUG-2001 14:15:16
USGS	414701121023101	1	CDWR 557380	CDWR	Y	tiffany	10-AUG-2001 14:15:17	tiffany	10-AUG-2001 14:15:17
USGS	414706122001701	1	CDWR 70191	CDWR	Y	tiffany	10-AUG-2001 14:15:16	tiffany	10-AUG-2001 14:15:16
USGS	414713121064301	1	CDWR 264800	CDWR	Y	tiffany	10-AUG-2001 14:15:16	tiffany	10-AUG-2001 14:15:16
USGS	414844121271901	1	QW 00100429	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:40:01	tiffany	03-MAR-2003 16:40:01
USGS	414856119233201	1	17120008006059	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414903121234001	2	TID-14	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	414903121234001	1	CDWR751117	CDWR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	414908119192001	1	17120008005950	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414941119331301	1	17120008006184	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414944119331001	1	17120008006126	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414949119330801	1	17120008006170	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	414953119370901	1	17120008006159	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415031119335901	1	17120008005906	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415055119344701	1	17120008005841	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415057121022101	1	CDWR 414082	CDWR	Y	tiffany	10-AUG-2001 14:15:17	tiffany	10-AUG-2001 14:15:17
USGS	415059119382401	1	17120008005897	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415104119345501	1	17120008006140	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415233120535001	1	CDWR 557374	CDWR	Y	tiffany	10-AUG-2001 17:04:58	tiffany	10-AUG-2001 17:04:58
USGS	415244119254501	1	17120008005916	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415245119255001	1	17120008005971	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415245121015801	1	CDWR 414083	CDWR	Y	tiffany	10-AUG-2001 17:04:56	tiffany	10-AUG-2001 17:04:56
USGS	415336121403901	1	12-13	GOLDER ASSOC.	Y	tiffany	24-SEP-2002 15:57:22	tiffany	24-SEP-2002 15:57:22
USGS	415336121403901	2	12-1	WESCORP	Y	tiffany	24-SEP-2002 15:57:22	tiffany	24-SEP-2002 15:57:22
USGS	415336121403901	3	12-3	USFWS	Y	tiffany	24-SEP-2002 15:57:22	tiffany	24-SEP-2002 15:57:22
USGS	415341120535001	1	CDWR 509027	CDWR	Y	tiffany	10-AUG-2001 17:04:57	tiffany	10-AUG-2001 17:04:57
USGS	415349119215001	1	17120008006104	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415354119263901	1	17120008006118	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415356119263601	1	17120008006018	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415356119264001	1	17120008006076	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415358119211201	1	17120008006085	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:42	tiffany	21-AUG-2018 18:49:42
USGS	415425121383701	1	12-C MON. WELL	USFWS	Y	tiffany	24-SEP-2002 16:38:47	tiffany	24-SEP-2002 16:38:47
USGS	415425121383701	2	12-A	GOLDER ASSOC.	Y	tiffany	24-SEP-2002 16:38:47	tiffany	24-SEP-2002 16:38:47
USGS	415425121383701	3	12-2	WESCORP	Y	tiffany	24-SEP-2002 16:38:47	tiffany	24-SEP-2002 16:38:47
USGS	415425121383702	1	12-C PROD. WELL	USFWS	Y	tiffany	24-SEP-2002 16:38:48	tiffany	24-SEP-2002 16:38:48
USGS	415425121383702	2	12-A	GOLDER ASSOC.	Y	tiffany	24-SEP-2002 16:38:48	tiffany	24-SEP-2002 16:38:48
USGS	415454121381101	1	9A PRODUC. WELL	USFWS	Y	tiffany	24-SEP-2002 15:57:19	tiffany	24-SEP-2002 15:57:19
USGS	415455121381101	1	9A MONITOR WELL	USFWS	Y	tiffany	24-SEP-2002 15:57:20	tiffany	24-SEP-2002 15:57:20
USGS	415516121373701	1	9C PROD. WELL	USFWS	Y	tiffany	24-SEP-2002 15:57:19	tiffany	24-SEP-2002 15:57:19
USGS	415516121373701	2	00300124	USGS-QWDATA	Y	tiffany	11-MAR-2003 16:24:48	tiffany	11-MAR-2003 16:24:48
USGS	415516121373801	1	9C MONITOR WELL	USFWS	Y	tiffany	24-SEP-2002 15:57:18	tiffany	24-SEP-2002 15:57:18
USGS	415525119253201	1	17120008005878	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415605119255201	1	17120008005957	NHD REACHCODE	Y	tiffany	21-AUG-2018 18:49:41	tiffany	21-AUG-2018 18:49:41
USGS	415641121335101	1	CDWR 99011	CDWR	Y	tiffany	10-AUG-2001 17:04:56	tiffany	10-AUG-2001 17:04:56
USGS	415710121373201	1	CDWR-493850	CDWR	Y	tiffany	10-AUG-2001 17:04:59	tiffany	10-AUG-2001 17:04:59
USGS	415714121372301	1	CDWR 393998	CDWR	Y	tiffany	10-AUG-2001 17:04:59	tiffany	10-AUG-2001 17:04:59
USGS	415753121211601	2	TID-9	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415753121211601	1	CDWR751116	CDWR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415820121332001	1	CDWR751108	CDWR	Y	tiffany	10-JUN-2002 21:30:34	tiffany	10-JUN-2002 21:30:34
USGS	415820121332001	2	TID-1	USBR	Y	tiffany	17-JUN-2016 13:49:14	tiffany	17-JUN-2016 13:49:14
USGS	415829121365901	1	CDWR-393997	CDWR	Y	tiffany	06-SEP-2002 15:07:45	tiffany	06-SEP-2002 15:07:45
USGS	415835121221701	1	CDWR751115	CDWR	Y	tiffany	10-JUN-2002 21:30:35	tiffany	10-JUN-2002 21:30:35
USGS	415835121221701	2	TID-8	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415838120545901	1	CDWR 138590	CDWR	Y	tiffany	10-AUG-2001 17:04:57	tiffany	10-AUG-2001 17:04:57
USGS	415932121390301	1	STEARNS M. WELL	USFWS	Y	tiffany	24-SEP-2002 15:57:17	tiffany	24-SEP-2002 15:57:17
USGS	415946121213501	1	CDWR751114	CDWR	Y	tiffany	16-AUG-2002 15:53:38	tiffany	16-AUG-2002 15:53:38
USGS	415946121213501	2	QW 00200789	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:40:55	tiffany	03-MAR-2003 16:40:55
USGS	415946121213501	3	TID-7	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415947121243401	1	CDWR751113	CDWR	Y	tiffany	16-AUG-2002 15:46:48	tiffany	16-AUG-2002 15:46:48
USGS	415947121243401	2	00100437	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:41:47	tiffany	03-MAR-2003 16:41:47
USGS	415947121243401	3	TID-6	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415947121270301	1	CDWR751112	CDWR	Y	tiffany	16-AUG-2002 15:51:22	tiffany	16-AUG-2002 15:51:22
USGS	415947121270301	2	QW 00200790	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:42:47	tiffany	03-MAR-2003 16:42:47
USGS	415947121270301	3	TID-5	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415952121500401	1	00300261	USGS-QWDATA	Y	tiffany	11-MAR-2003 16:26:00	tiffany	11-MAR-2003 16:26:00
USGS	415953121292901	1	CDWR751111	CDWR	Y	tiffany	16-AUG-2002 15:49:21	tiffany	16-AUG-2002 15:49:21
USGS	415953121292901	2	00100436	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:43:52	tiffany	03-MAR-2003 16:43:52
USGS	415953121292901	3	TID-4	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415953121312701	2	00100435	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:44:28	tiffany	03-MAR-2003 16:44:28
USGS	415953121312701	3	TID-3	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415953121312701	1	CDWR751110	CDWR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415953121324001	1	CDWR751109	CDWR	Y	tiffany	16-AUG-2002 15:40:36	tiffany	16-AUG-2002 15:40:36
USGS	415953121324001	2	00100434	USGS-QWDATA	Y	tiffany	03-MAR-2003 16:45:09	tiffany	03-MAR-2003 16:45:09
USGS	415953121324001	3	TID-2	USBR	Y	tiffany	17-JUN-2016 13:49:15	tiffany	17-JUN-2016 13:49:15
USGS	415956121415701	1	CDWR-3352	CDWR	Y	tiffany	06-SEP-2002 15:07:43	tiffany	06-SEP-2002 15:07:43
USGS	415957121420201	1	CDWR 333860	CDWR	Y	tiffany	10-AUG-2001 17:04:58	tiffany	10-AUG-2001 17:04:58
USGS	420005118482601	1	OR. END	BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420006117385501	1	OWRD OBS 600	OR004	Y	tiffany	19-FEB-2003 21:47:11	tiffany	19-FEB-2003 21:47:11
USGS	420007121220200	1	DCUSTID7	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420014121315700	1	J1J1A	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420019121242901	1	KLAM-53250	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420025121132800	1	LRDM	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420030121224201	1	L50201	OR004	Y	tiffany	27-JUL-2006 13:07:52	tiffany	27-JUL-2006 13:07:52
USGS	420031118333001	1	SANDHILLS	OWNER	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420031118333001	2	SOUTH	OWNER	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420033121410001	1	OWRD OBS 293	OR004	Y	tiffany	19-FEB-2003 21:47:11	tiffany	19-FEB-2003 21:47:11
USGS	420036121333700	1	LRARB	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420037121334300	2	LRAR	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420037121334300	1	LRARR	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420037124120601	1	OWRD OBS 1113	OR004	Y	tiffany	19-FEB-2003 21:47:11	tiffany	19-FEB-2003 21:47:11
USGS	420040121244001	1	WELL #3	OWNER	L	tiffany	16-OCT-2012 20:42:15	tiffany	16-OCT-2012 20:42:15
USGS	420042124121301	1	YOCK NO.5	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124121401	1	YOCK NO.3	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124124901	1	YOCK NO.6	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420043124120701	1	YOCK NO.7	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420043124121001	1	YOCK NO.4	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420045124121501	1	YOCK NO.2	YOUNGQUIST	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420046118145401	1	17120009008184	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420049121211101	1	WEST WELL 2	CITY OF MALIN	Y	tiffany	06-SEP-2002 15:07:41	tiffany	06-SEP-2002 15:07:41
USGS	420050121132601	2	KLAM-10642	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420050121132601	1	H-12	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420050121242001	1	WELL #5	OWNER	L	tiffany	16-OCT-2012 20:42:15	tiffany	16-OCT-2012 20:42:15
USGS	420050121242001	2	L65624	OR004	L	tiffany	16-OCT-2012 20:42:15	tiffany	16-OCT-2012 20:42:15
USGS	420055121304001	1	L50211	OR004	Y	tiffany	05-MAR-2004 13:28:56	tiffany	05-MAR-2004 13:28:56
USGS	420055121304001	2	KLAM-52795	USBR	Y	tiffany	17-JUN-2016 15:20:28	tiffany	17-JUN-2016 15:20:28
USGS	420114121335901	1	L107258	OR004	Y	tiffany	10-MAR-2004 13:26:20	tiffany	10-MAR-2004 13:26:20
USGS	420115121300601	1	L51766	OR004	Y	tiffany	27-JUL-2006 17:24:40	tiffany	27-JUL-2006 17:24:40
USGS	420122118311501	1	DESERT WEL	BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420122118311501	2	HOLLAWAY	BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420124121122801	1	OWRD OBS 295	OR004	Y	tiffany	19-FEB-2003 21:47:11	tiffany	19-FEB-2003 21:47:11
USGS	420129118172801	1	17120009008229	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420137121143001	2	KLAM-10748	USBR	Y	tiffany	17-JUN-2016 15:20:30	tiffany	17-JUN-2016 15:20:30
USGS	420137121143001	1	H-13	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420137123101901	1	TL 203	JACKSON CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420202118185201	1	17120009008678	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420203118185301	1	17120009008014	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:51	tiffany	21-AUG-2018 21:25:51
USGS	420205124145501	1	OWRD OBS 102	OR004	Y	tiffany	19-FEB-2003 21:47:12	tiffany	19-FEB-2003 21:47:12
USGS	420215121371028	1	KLAM14925	OWRD	Y	nwis	04-NOV-1998 00:00:00	nwis	28-AUG-1998 00:00:00
USGS	420217118153701	1	17120009008106	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:51	tiffany	21-AUG-2018 21:25:51
USGS	420217123431401	1	TL601	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420219121474500	1	KSDTS	USBR	Y	tiffany	03-AUG-2015 15:16:19	tiffany	03-AUG-2015 15:16:19
USGS	420220119590301	1	17120007003922	NHD REACHCODE	Y	tiffany	22-JAN-2018 16:03:32	tiffany	22-JAN-2018 16:03:32
USGS	420229118150401	1	17120009007899	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:51	tiffany	21-AUG-2018 21:25:51
USGS	420229118210701	1	17120009007819	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420229118480301	1	DOMESTIC	PJT	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420232118153401	1	17120009008582	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420232121241201	1	OWRD OBS 294	OR004	Y	tiffany	22-NOV-2004 15:51:05	tiffany	22-NOV-2004 15:51:05
USGS	420235121135901	1	H-02	USBR	Y	tiffany	17-JUN-2016 15:20:30	tiffany	17-JUN-2016 15:20:30
USGS	420235121135901	2	KLAM-10764	USBR	Y	tiffany	17-JUN-2016 15:20:30	tiffany	17-JUN-2016 15:20:30
USGS	420239118190701	1	17120009008775	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420249118190801	1	GOVERNMENT	CORRALS-BLM	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420250118072101	1	16040201015660	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:51	tiffany	21-AUG-2018 21:25:51
USGS	420257121135001	2	KLAM-15129	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420257121135001	1	H-11	USBR	Y	tiffany	17-JUN-2016 15:20:29	tiffany	17-JUN-2016 15:20:29
USGS	420301123424401	1	TL503	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420309121352801	1	KLAM-53717	USBR	Y	tiffany	16-JUN-2016 18:51:30	tiffany	16-JUN-2016 18:51:30
USGS	420322118183301	1	RED MTN	MAP	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420323121150201	1	H-03	USBR	Y	tiffany	17-JUN-2016 15:20:30	tiffany	17-JUN-2016 15:20:30
USGS	420323121150201	2	KLAM-10495	USBR	Y	tiffany	17-JUN-2016 15:20:30	tiffany	17-JUN-2016 15:20:30
USGS	420324121444601	1	OWRD OBS 332	OR004	Y	tiffany	19-FEB-2003 21:47:12	tiffany	19-FEB-2003 21:47:12
USGS	420325121360301	1	KLAM-52932	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420330123363001	1	TL1111	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420332121343101	1	KLAM-52910	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420336118475301	1	IRRIGATION	PJT	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420350121325401	1	OWRD OBS 334	OR004	Y	tiffany	05-MAR-2004 13:28:53	tiffany	05-MAR-2004 13:28:53
USGS	420351121251201	1	OWRD OBS 335	OR004	Y	tiffany	19-FEB-2003 21:47:12	tiffany	19-FEB-2003 21:47:12
USGS	420354117491301	1	16040201015707	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420359123364001	1	TL200	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420404121272401	1	OWRD OBS 1162	OR004	Y	tiffany	19-FEB-2003 21:47:12	tiffany	19-FEB-2003 21:47:12
USGS	420406123420201	1	TL600	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420409123431501	1	TL100	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420414123432101	1	TL123	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420417121404201	1	KLAM-52647	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420427117370701	1	16040201015630	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420428123372701	1	TL405	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420433121425301	1	KLAM-52923	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420434121431701	1	FLEMING MIX	USBR	Y	tiffany	16-JUN-2016 18:51:32	tiffany	16-JUN-2016 18:51:32
USGS	420437121430601	1	H-27	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420437121430601	2	FLEMING	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420437121430601	3	KLAM-52650	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420439118120501	1	17120009008434	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:52	tiffany	21-AUG-2018 21:25:52
USGS	420440121524101	1	KLAM-53778	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420440123125901	1	19G1	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420441123371801	1	TL414	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420443118115901	1	17120009007990	NHD REACHCODE	Y	tiffany	21-AUG-2018 21:25:51	tiffany	21-AUG-2018 21:25:51
USGS	420445118313401	1	PUEBLO	VALLEY	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420448123125201	1	19A	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420448123400101	1	TL202	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420450120311801	1	OWRD OBS 383	OR004	Y	tiffany	19-FEB-2003 21:47:12	tiffany	19-FEB-2003 21:47:12
USGS	420451121435801	1	KLAM-50464	USBR	Y	tiffany	16-JUN-2016 18:51:31	tiffany	16-JUN-2016 18:51:31
USGS	420451121510000	1	KSD97	USBOR	Y	tiffany	21-MAR-2013 12:55:03	tiffany	21-MAR-2013 12:55:03
USGS	420451123431201	1	TL128	JOSEPHI CO 1979	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420452121504400	1	ADYD	USBR	Y	tiffany	16-JUN-2016 18:51:30	tiffany	16-JUN-2016 18:51:30
USGS	420452121504400	2	ADY97	USBR	Y	tiffany	16-JUN-2016 18:51:30	tiffany	16-JUN-2016 18:51:30
USGS	420458121422901	1	L29452	OR004	Y	tiffany	10-MAR-2004 13:25:03	tiffany	10-MAR-2004 13:25:03
