# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_netw_01  order by site_no' |# 02/19/2019 21:01:27, llorzol
#
agency_cd	site_no	netw_seq_nu	netw_cd	netw_begin_dt	netw_end_dt	analyses_tp	netw_src_cd	anal_agency_cd	netw_freq_cd	netw_meth_cd	netw_1_cd	netw_2_cd	netw_web_cd	netw_cn	netw_cr	netw_mn	netw_md
5s	15s	9n	2s	4s	4s	2s	5s	5s	1s	1s	1s	1s	1s	8s	25d	8s	25d
USGS	413640121124301	1	WL	2001			USGS		Q		3		Y	tiffany	10-AUG-2001 14:06:01	tiffany	10-AUG-2001 14:06:01
USGS	413804121581501	1	WL	2001	2004		USGS		Q		3		Y	tiffany	25-JAN-2002 21:51:59	tiffany	12-JAN-2005 20:33:52
USGS	413936121490601	1	WL	2001	2004		USGS		Q		3		Y	tiffany	10-AUG-2001 14:05:59	tiffany	12-JAN-2005 20:33:51
USGS	414043121155501	1	WL	2001			USGS		Q		3		Y	tiffany	16-AUG-2001 16:27:34	tiffany	16-AUG-2001 16:27:34
USGS	414053121104101	1	WL	2001			USGS		Q		3		Y	tiffany	10-AUG-2001 14:06:00	tiffany	10-AUG-2001 14:06:00
USGS	414236121584601	1	WL	2001			USGS		Q		3		Y	tiffany	10-AUG-2001 14:06:01	tiffany	10-AUG-2001 14:06:01
USGS	414300121302401	1	WL	2001			USGS		Q		3		Y	tiffany	16-AUG-2001 16:27:34	tiffany	16-AUG-2001 16:27:34
USGS	414413121100501	1	WL	2001	2004		USGS		Q		3		Y	tiffany	10-AUG-2001 14:15:13	tiffany	12-JAN-2005 20:33:51
USGS	414531120574701	1	WL	2001	2004		USGS		Q		3		Y	tiffany	10-AUG-2001 14:15:15	tiffany	12-JAN-2005 20:33:51
USGS	414844121271901	1	WL	2001	2001		USGS		Q		3		Y	tiffany	16-AUG-2001 16:27:36	tiffany	05-FEB-2002 21:04:45
USGS	414844121271901	2	WL	2001	2004		USGS		C		3		Y	tiffany	05-FEB-2002 21:04:45	tiffany	12-JAN-2005 20:33:52
USGS	414931121303401	1	WL	2001	2002		USGS		Q		3		Y	tiffany	16-AUG-2001 16:27:35	tiffany	25-JAN-2002 23:09:36
USGS	414934121332101	1	WL	2001			USGS		Q		3		Y	tiffany	25-JAN-2002 14:48:32	tiffany	25-JAN-2002 14:48:32
USGS	415104121232901	1	WL	2000			USGS		C		3		Y	tiffany	16-AUG-2001 16:27:35	tiffany	16-AUG-2001 16:27:35
USGS	415312121403201	1	WL	2001			USGS		Q		3		Y	tiffany	06-FEB-2002 15:27:00	tiffany	06-FEB-2002 15:27:00
USGS	415341120535001	1	WL	2001	2004		USGS		Q		3		Y	tiffany	10-AUG-2001 17:04:57	tiffany	12-JAN-2005 20:33:51
USGS	415546121205401	1	WL	2001			USGS		C		3		Y	tiffany	27-MAR-2002 19:47:17	tiffany	27-MAR-2002 19:47:17
USGS	415710121373201	1	WL	2001	2005		USGS		C		3		Y	tiffany	23-JAN-2002 23:22:00	tiffany	12-JAN-2005 20:33:52
USGS	415820121332001	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	10-JUN-2002 21:30:35	tiffany	10-JUN-2002 21:30:35
USGS	415835121221701	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	10-JUN-2002 21:30:36	tiffany	10-JUN-2002 21:30:36
USGS	415946121213501	1	QW	2001	2001	N	CA001	USGS	O		3		Y	tiffany	16-AUG-2002 15:53:39	tiffany	16-AUG-2002 15:53:39
USGS	415947121243401	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	16-AUG-2002 15:46:49	tiffany	16-AUG-2002 15:46:49
USGS	415947121270301	1	QW	2001	2001	N	CA001	USGS	O		3		Y	tiffany	16-AUG-2002 15:51:23	tiffany	16-AUG-2002 15:51:23
USGS	415953121292901	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	16-AUG-2002 15:49:22	tiffany	16-AUG-2002 15:49:22
USGS	415953121312701	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	16-AUG-2002 15:35:35	tiffany	16-AUG-2002 15:35:35
USGS	415953121324001	1	QW	2001	2001	N	USGS	USGS	O		3		Y	tiffany	16-AUG-2002 15:40:37	tiffany	16-AUG-2002 15:40:37
USGS	415956117430201	1	WL	1955			OR004		Z		4		Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420006117385501	1	WL	1976			OR004		Z		4		Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420011121224301	1	WL	2001	2004		OR004		I		4	3	Y	tiffany	27-JUL-2006 13:07:52	tiffany	27-JUL-2006 13:07:52
USGS	420013121531801	1	WL	2001			USGS		Q		3		Y	tiffany	25-JAN-2002 14:49:10	tiffany	25-JAN-2002 14:49:10
USGS	420016121201901	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:22:47	tiffany	14-NOV-2005 20:22:47
USGS	420030121140401	1	WL	1998			OR004		B		4		Y	tiffany	20-FEB-2003 17:04:29	tiffany	20-FEB-2003 17:04:29
USGS	420030121224201	1	WL	2001	2004		OR004		I		4	3	Y	tiffany	27-JUL-2006 13:07:52	tiffany	27-JUL-2006 13:07:52
USGS	420033121410001	1	WL	1968			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420037124120601	1	WL	1975			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420037124121801	1	WL	1975			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420038121141001	1	WL	1998	1999		OR004		M		4		Y	tiffany	20-FEB-2003 17:04:27	tiffany	20-FEB-2003 17:04:27
USGS	420038124122801	1	WL	1967			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420039124121201	1	WL	1966			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124120701	1	WL	1971			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124121301	1	WL	1972			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124121401	1	WL	1971			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420042124124901	1	WL	1970			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420043124120701	1	WL	1972			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420043124120801	1	WL	1971			OR004		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420043124121001	1	WL	1971			OR004		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420045124121501	1	WL	1971			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420049124122001	1	WL	1975			OR004		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420050121132601	1	WL	1998	1999		OR004		S		4		Y	tiffany	26-MAR-2003 18:25:54	tiffany	26-MAR-2003 18:25:54
USGS	420050121224501	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:22:41	tiffany	14-NOV-2005 20:22:41
USGS	420050124122701	1	WL	1966			OR004		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420055121304001	1	WL	2002			OR004		M		4		Y	tiffany	05-MAR-2004 13:28:57	tiffany	05-MAR-2004 13:28:57
USGS	420107121415101	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:38	tiffany	27-FEB-2003 21:50:38
USGS	420114121335901	1	WL	2002			OR004		M		4		Y	tiffany	10-MAR-2004 13:26:20	tiffany	10-MAR-2004 13:26:20
USGS	420115121300601	1	WL	2002			OR004		I		4		Y	tiffany	27-JUL-2006 17:24:40	tiffany	27-JUL-2006 17:24:40
USGS	420120121355401	1	WL	2001			USGS		Q		3		Y	tiffany	23-JAN-2002 20:45:34	tiffany	23-JAN-2002 20:45:34
USGS	420124121122801	1	WL	1954			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420126121360201	1	WL	2001			USGS		Q		3		Y	tiffany	23-JAN-2002 15:20:12	tiffany	23-JAN-2002 15:20:12
USGS	420129121203701	1	WL	2000			OR004		I		4		Y	tiffany	14-NOV-2005 20:22:42	tiffany	14-NOV-2005 20:22:42
USGS	420129121355901	1	WL	2001			USGS		Q		3		Y	tiffany	23-JAN-2002 20:45:34	tiffany	12-NOV-2008 13:27:37
USGS	420134121085601	1	WL	1998	1999		OR004		S		4		Y	tiffany	26-MAR-2003 18:25:52	tiffany	26-MAR-2003 18:25:52
USGS	420137121143001	1	WL	1998			OR004		S		4		Y	tiffany	20-FEB-2003 17:04:26	tiffany	20-FEB-2003 17:04:26
USGS	420143121315001	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:19:53	tiffany	14-NOV-2005 20:19:53
USGS	420143121423801	1	WL	2003	2003		USGS		O		3		Y	tiffany	12-MAR-2003 14:12:38	tiffany	12-MAR-2003 14:12:38
USGS	420146121425401	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:40	tiffany	27-FEB-2003 21:50:40
USGS	420149123434401	1	WL	1980			USGS		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420158121115901	1	WL	1998	1999		OR004		S		4		Y	tiffany	26-MAR-2003 18:25:51	tiffany	26-MAR-2003 18:25:51
USGS	420205124145501	1	WL	1966			OR004		M				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420212121313301	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:17:55	tiffany	14-NOV-2005 20:17:55
USGS	420227121120701	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:30	tiffany	20-FEB-2003 17:04:30
USGS	420228121274301	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:19:54	tiffany	14-NOV-2005 20:19:54
USGS	420230121285201	1	WL	2001			OR004		I		4	3	Y	tiffany	27-JUL-2006 13:07:53	tiffany	27-JUL-2006 13:07:53
USGS	420232121241201	1	WL	1954			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420233121115701	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:32	tiffany	20-FEB-2003 17:04:32
USGS	420235121135901	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:24	tiffany	20-FEB-2003 17:04:24
USGS	420241121534901	1	WL	2001	2004		USGS		Q		3		Y	tiffany	25-JAN-2002 20:59:03	tiffany	12-JAN-2005 20:33:50
USGS	420246121541401	1	WL	2001	2001		USGS		Q		3		Y	tiffany	25-JAN-2002 14:49:10	tiffany	12-JAN-2005 20:33:52
USGS	420246121541401	2	WL	2001	2005		USGS		C		3		Y	tiffany	28-FEB-2002 14:12:59	tiffany	12-JAN-2005 20:33:52
USGS	420246121541401	3	WL	2005			USGS		Q		3		Y	tiffany	26-JAN-2005 16:25:34	tiffany	26-JAN-2005 16:25:34
USGS	420250121403601	1	WL	2002			OR004		I		4	3	Y	tiffany	27-JUL-2006 17:24:41	tiffany	27-JUL-2006 17:24:41
USGS	420257121135001	1	WL	1998	2002		OR004		B		4		Y	tiffany	26-MAR-2003 18:25:48	tiffany	26-MAR-2003 18:25:48
USGS	420302121115301	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:23	tiffany	20-FEB-2003 17:04:23
USGS	420312121263001	1	WL	2000	2008		OR004		C		3		Y	tiffany	11-SEP-2002 16:02:09	tiffany	17-FEB-2009 13:28:51
USGS	420312121263001	2	WL	2008			OR004		Q		3		Y	tiffany	17-FEB-2009 13:28:51	tiffany	17-FEB-2009 13:28:51
USGS	420312121320701	1	WL	2001			OR004		I		4		Y	tiffany	14-NOV-2005 20:17:54	tiffany	14-NOV-2005 20:17:54
USGS	420318121312201	1	WL	2001	2001		USGS		Q		3		Y	tiffany	20-MAR-2002 19:13:59	tiffany	20-MAR-2002 19:13:59
USGS	420318121312201	2	WL	2001			USGS		C		3		Y	tiffany	20-MAR-2002 19:13:59	tiffany	20-MAR-2002 19:13:59
USGS	420323121120901	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:21	tiffany	20-FEB-2003 17:04:21
USGS	420323121150201	1	WL	1999	1999		OR004		M		4		Y	tiffany	19-FEB-2003 16:10:51	tiffany	19-FEB-2003 16:10:51
USGS	420336121443601	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:33	tiffany	27-FEB-2003 21:50:33
USGS	420344121274601	1	WL	1999	2000		OR004		I		4		Y	tiffany	18-FEB-2003 21:20:47	tiffany	18-FEB-2003 21:20:47
USGS	420348121453601	1	WL	2001	2001		USGS		Q		3		Y	tiffany	25-JAN-2002 14:49:10	tiffany	11-FEB-2002 14:37:15
USGS	420348121453601	2	WL	2001			USGS		C		3		Y	tiffany	11-FEB-2002 14:37:15	tiffany	11-FEB-2002 14:37:15
USGS	420350121150601	3	WL	2001	2002		OR004		I		4		Y	tiffany	19-FEB-2003 16:10:50	tiffany	19-FEB-2003 16:10:50
USGS	420350121325401	1	WL	1968	1978		OR004		Q		4		Y	tiffany	05-MAR-2004 13:28:55	tiffany	05-MAR-2004 13:28:55
USGS	420350121325401	2	WL	2001			OR004		M		4		Y	tiffany	05-MAR-2004 13:28:55	tiffany	05-MAR-2004 13:28:55
USGS	420351121251201	1	WL	1965	1977		OR004		Q		4		Y	tiffany	15-JUL-2008 13:11:57	tiffany	15-JUL-2008 13:11:57
USGS	420351121251201	2	WL	1998	2001		OR004		Q		4		Y	tiffany	15-JUL-2008 13:11:57	tiffany	15-JUL-2008 13:11:57
USGS	420351121403801	1	WL	2001			USGS		Q		3		Y	tiffany	23-JAN-2002 20:45:34	tiffany	23-JAN-2002 20:45:34
USGS	420352121505901	1	WL	2001			USGS		Q		3		Y	tiffany	25-JAN-2002 14:48:32	tiffany	25-JAN-2002 14:48:32
USGS	420353121252801	1	WL	1998			OR004		I		3		Y	tiffany	03-OCT-2002 22:04:43	tiffany	03-OCT-2002 22:04:43
USGS	420358121280001	1	WL	1998			OR004		I		3		Y	tiffany	01-OCT-2002 19:28:18	tiffany	01-OCT-2002 19:28:18
USGS	420401121454401	1	WL	2003	2003		USGS		O		3		Y	tiffany	11-MAR-2003 20:22:50	tiffany	11-MAR-2003 20:22:50
USGS	420404121270501	1	WL	1998	2001		OR004		I		4		Y	tiffany	29-MAY-2003 15:53:59	tiffany	29-MAY-2003 15:53:59
USGS	420404121272401	1	WL	1998			OR004		M		4		Y	tiffany	18-FEB-2003 21:20:51	tiffany	23-JUN-2003 15:00:33
USGS	420404121272401	2	WL	1992			OR004		Q		4		Y	tiffany	15-JUL-2008 13:11:57	tiffany	15-JUL-2008 13:11:57
USGS	420407121461701	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:32	tiffany	27-FEB-2003 21:50:32
USGS	420408121272601	1	WL	1998	2002		OR004		I		4		Y	tiffany	19-MAR-2003 15:53:50	tiffany	19-MAR-2003 15:53:50
USGS	420441121152701	1	WL	1998	1999		OR004		2		4		Y	tiffany	19-FEB-2003 16:10:48	tiffany	19-FEB-2003 16:10:48
USGS	420450120311801	1	WL	1969			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420451121272101	1	WL	1998			OR004		I		3		Y	tiffany	03-OCT-2002 21:21:29	tiffany	03-OCT-2002 21:21:29
USGS	420458121422901	1	WL	2002			OR004		M		4		Y	tiffany	10-MAR-2004 13:25:04	tiffany	10-MAR-2004 13:25:04
USGS	420459121125801	1	WL	1998			OR004		B		4		Y	tiffany	19-FEB-2003 16:10:58	tiffany	19-FEB-2003 16:10:58
USGS	420502121125501	1	WL	1998	1999		OR004		S		4		Y	tiffany	20-FEB-2003 17:04:18	tiffany	20-FEB-2003 17:04:18
USGS	420522121284301	1	WL	1999			OR004		I		3		Y	tiffany	12-AUG-2002 14:51:18	tiffany	12-AUG-2002 14:51:18
USGS	420533121282201	1	WL	1963	1978		OR004		Q		4		Y	tiffany	01-OCT-2002 19:29:34	tiffany	15-JUL-2008 20:53:13
USGS	420542121135401	1	WL	1998	2002		OR004		F		4		Y	tiffany	19-FEB-2003 16:10:45	tiffany	19-FEB-2003 16:10:45
USGS	420546121471801	1	WL	2003	2003		USGS		O		3		Y	tiffany	12-MAR-2003 14:12:40	tiffany	12-MAR-2003 14:12:40
USGS	420549121424501	1	WL	2002			OR004		B		4		Y	tiffany	10-MAR-2004 13:26:16	tiffany	10-MAR-2004 13:26:16
USGS	420554121252001	1	WL	1999			OR004		I		3		Y	tiffany	01-OCT-2002 19:30:19	tiffany	01-OCT-2002 19:30:19
USGS	420554121393801	1	WL	2002			OR004		B		4		Y	tiffany	08-MAR-2004 18:50:27	tiffany	08-MAR-2004 18:50:27
USGS	420559121400201	1	WL	2002			OR004		I		4	3	Y	tiffany	26-JUL-2006 21:07:32	tiffany	26-JUL-2006 21:07:32
USGS	420559121544601	1	WL	2001	2004		USGS		Q		3		Y	tiffany	25-JAN-2002 20:59:03	tiffany	12-JAN-2005 20:33:50
USGS	420600121401101	1	WL	2002			OR004		M		4		Y	tiffany	08-MAR-2004 18:50:29	tiffany	08-MAR-2004 18:50:29
USGS	420605121165101	1	WL	1998	1999		OR004		M		4		Y	tiffany	19-FEB-2003 16:10:46	tiffany	19-FEB-2003 16:10:46
USGS	420611121113401	1	WL	1998	1999		OR004		S		4		Y	tiffany	19-FEB-2003 16:10:56	tiffany	19-FEB-2003 16:10:56
USGS	420614121453801	1	WL	2001			USGS		Q		3		Y	tiffany	28-JAN-2002 17:23:04	tiffany	12-NOV-2008 13:27:37
USGS	420616121270501	1	WL	1998			OR004		I		3		Y	tiffany	02-OCT-2002 21:07:41	tiffany	02-OCT-2002 21:07:41
USGS	420616121400001	1	WL	2002			OR004		B		4		Y	tiffany	08-MAR-2004 20:22:21	tiffany	08-MAR-2004 20:22:21
USGS	420616121454701	1	WL	2001			USGS		Q		3		Y	tiffany	28-JAN-2002 17:23:04	tiffany	28-JAN-2002 17:23:04
USGS	420621121104001	1	WL	1998	1999		OR004		S		4		Y	tiffany	19-FEB-2003 16:10:55	tiffany	19-FEB-2003 16:10:55
USGS	420632121293601	1	WL	1954			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420643121394801	1	WL	2002			OR004		B		4		Y	tiffany	10-MAR-2004 13:26:22	tiffany	10-MAR-2004 13:26:22
USGS	420650121211401	1	WL	1966			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420655121485901	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:35	tiffany	27-FEB-2003 21:50:35
USGS	420704121180001	1	WL	1998	1999		OR004		2		4		Y	tiffany	18-FEB-2003 21:20:59	tiffany	18-FEB-2003 21:20:59
USGS	420705121130201	1	WL	1998	2002		OR004		B		4		Y	tiffany	19-FEB-2003 16:10:53	tiffany	19-FEB-2003 16:10:53
USGS	420706121430501	1	WL	2002			OR004		M		4		Y	tiffany	10-MAR-2004 13:24:09	tiffany	10-MAR-2004 13:24:09
USGS	420716121131001	1	WL	1998			OR004		Q		4		Y	tiffany	19-FEB-2003 16:10:52	tiffany	19-FEB-2003 16:10:52
USGS	420724121404001	1	WL	2001			USGS		Q		3		Y	tiffany	23-JAN-2002 20:45:34	tiffany	23-JAN-2002 20:45:34
USGS	420724122022601	1	WL	2001	2004		USGS		Q		3		Y	tiffany	10-AUG-2001 17:05:00	tiffany	12-JAN-2005 20:33:50
USGS	420726121401501	1	WL	2002			OR004		B		4		Y	tiffany	10-MAR-2004 13:26:19	tiffany	10-MAR-2004 13:26:19
USGS	420727121280201	1	WL	1998	1999		OR004		Q		4		Y	tiffany	18-FEB-2003 20:44:52	tiffany	18-FEB-2003 20:44:52
USGS	420728121564801	1	WL	2001	2004		USGS		Q		3		Y	tiffany	25-JAN-2002 20:59:04	tiffany	12-JAN-2005 20:33:50
USGS	420733121304001	1	WL	1998	1999		OR004		Q		4		Y	tiffany	18-FEB-2003 21:20:43	tiffany	18-FEB-2003 21:20:43
USGS	420735121185701	1	WL	1998	2002		OR004		C		4		Y	tiffany	18-FEB-2003 21:20:57	tiffany	18-FEB-2003 21:20:57
USGS	420740121482901	1	WL	2001			USGS		Q		3		Y	tiffany	03-AUG-2001 17:21:03	tiffany	30-DEC-2009 16:33:06
USGS	420742121265701	1	WL	1998	1999		OR004		2		4		Y	tiffany	18-FEB-2003 21:20:49	tiffany	18-FEB-2003 21:20:49
USGS	420743121450101	1	WL	1951	1974		OR004		Q		4		Y	tiffany	18-JAN-2005 21:51:02	tiffany	18-JAN-2005 21:51:02
USGS	420743121450101	2	WL	1985	1992		OR004		Q		4		Y	tiffany	18-JAN-2005 21:51:03	tiffany	18-JAN-2005 21:51:03
USGS	420743121483401	1	WL	2001			USGS		Q		3		Y	tiffany	06-FEB-2002 19:41:58	tiffany	12-NOV-2008 13:27:37
USGS	420758121490301	1	WL	2001			USGS		Q		3		Y	tiffany	06-FEB-2002 15:27:00	tiffany	06-FEB-2002 15:27:00
USGS	420759121545101	1	WL	2001			USGS		Q		3		Y	tiffany	25-JAN-2002 23:09:37	tiffany	25-JAN-2002 23:09:37
USGS	420811121154701	1	WL	1998	1999		OR004		M		4		Y	tiffany	18-FEB-2003 21:20:56	tiffany	18-FEB-2003 21:20:56
USGS	420812121144901	1	WL	1998			OR004		M		4		Y	tiffany	18-FEB-2003 21:20:53	tiffany	18-FEB-2003 21:20:53
USGS	420812121151001	1	WL	1998	1999		OR004		2		4		Y	tiffany	18-FEB-2003 21:20:54	tiffany	18-FEB-2003 21:20:54
USGS	420814121155901	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:44	tiffany	18-FEB-2003 20:44:44
USGS	420816121292401	1	WL	1998	2003		OR004		B		4		Y	tiffany	04-MAR-2003 15:55:53	tiffany	05-NOV-2008 13:12:03
USGS	420820121191601	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 17:01:11	tiffany	18-FEB-2003 17:01:11
USGS	420825121290901	1	WL	1998			OR004		B		4		Y	tiffany	04-MAR-2003 15:55:55	tiffany	04-MAR-2003 15:55:55
USGS	420825123040401	1	WL	1989	1995		USGS		M		2	3	Y	nwis	04-NOV-1998 00:00:00	tiffany	19-DEC-2002 22:04:48
USGS	420825123040401	2	WL	1999			USGS		I		1		Y	tiffany	19-DEC-2002 22:04:48	tiffany	19-DEC-2002 22:04:48
USGS	420826121165301	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:37	tiffany	18-FEB-2003 20:44:37
USGS	420826121170701	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:35	tiffany	18-FEB-2003 20:44:35
USGS	420828121322701	1	WL	2010			OR004		Q		4		Y	tiffany	10-MAY-2011 14:58:04	tiffany	10-MAY-2011 14:58:04
USGS	420832121470101	1	WL	2002			OR004		M		4		Y	tiffany	10-MAR-2004 13:24:08	tiffany	10-MAR-2004 13:24:08
USGS	420835121331001	1	WL	1999	1999		OR004		B		4		Y	tiffany	04-MAR-2003 15:55:52	tiffany	04-MAR-2003 15:55:52
USGS	420838121171001	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:39	tiffany	18-FEB-2003 20:44:39
USGS	420841121522901	1	WL	2002			OR004		M		4		Y	tiffany	08-MAR-2004 18:50:30	tiffany	08-MAR-2004 18:50:30
USGS	420844120271601	1	WL	1960			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420844121150801	1	WL	1954			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420856121452201	1	WL	2002			OR004		M		4		Y	tiffany	08-MAR-2004 20:22:22	tiffany	08-MAR-2004 20:22:22
USGS	420857121150801	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:42	tiffany	18-FEB-2003 20:44:42
USGS	420857121452201	1	WL	2003	2003		USGS		O		3		Y	tiffany	27-FEB-2003 21:50:43	tiffany	27-FEB-2003 21:50:43
USGS	420903121153701	1	WL	2000	2008		OR004		C		3		Y	tiffany	05-FEB-2002 21:04:45	tiffany	18-AUG-2008 14:44:48
USGS	420903121153701	2	WL	2008			OR004		Q		3		Y	tiffany	18-AUG-2008 14:44:49	tiffany	18-AUG-2008 14:44:49
USGS	420903121153702	1	WL	2000	2008		OR004		C		3		Y	tiffany	05-FEB-2002 21:04:45	tiffany	18-AUG-2008 14:44:48
USGS	420903121153702	2	WL	2008			OR004		Q		3		Y	tiffany	18-AUG-2008 14:44:48	tiffany	18-AUG-2008 14:44:48
USGS	420904121151801	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:40	tiffany	18-FEB-2003 20:44:40
USGS	420905121194501	1	WL	1998			OR004		B		4		Y	tiffany	18-FEB-2003 17:01:09	tiffany	18-FEB-2003 17:01:09
USGS	420906121130201	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:50	tiffany	18-FEB-2003 20:44:50
USGS	420907122381801	1	WL	1989	1995		USGS		M		2	3	Y	nwis	04-NOV-1998 00:00:00	tiffany	20-APR-2010 13:30:47
USGS	420908121272201	1	WL	1998	2002		OR004		B		4		Y	tiffany	03-MAR-2003 20:47:20	tiffany	03-MAR-2003 20:47:20
USGS	420908121313701	1	WL	1954	1999		OR004		Q				Y	nwis	04-NOV-1998 00:00:00	tiffany	15-JUL-2008 13:11:56
USGS	420909122382001	1	WL	1989	1995		USGS		M		2	3	Y	nwis	04-NOV-1998 00:00:00	tiffany	20-APR-2010 13:30:47
USGS	420909122382002	1	WL	1989	1995		USGS		M		2	3	Y	nwis	04-NOV-1998 00:00:00	tiffany	20-APR-2010 13:30:47
USGS	420910121122901	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 20:44:48	tiffany	18-FEB-2003 20:44:48
USGS	420915121271201	1	WL	1998	1999		OR004		S		4		Y	tiffany	03-MAR-2003 20:47:24	tiffany	03-MAR-2003 20:47:24
USGS	420925121283601	1	WL	1998			OR004		B		4		Y	tiffany	03-MAR-2003 20:47:30	tiffany	03-MAR-2003 20:47:30
USGS	420931118330001	1	WL	1967			OR004		Q				Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	420931121292901	1	WL	1998	1999		OR004		S		4		Y	tiffany	03-MAR-2003 20:47:32	tiffany	03-MAR-2003 20:47:32
USGS	420933121170401	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 17:01:01	tiffany	18-FEB-2003 17:01:01
USGS	420938121185701	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 17:01:03	tiffany	18-FEB-2003 17:01:03
USGS	420942121152901	1	WL	1998	1999		OR004		S		4		Y	tiffany	18-FEB-2003 17:00:59	tiffany	18-FEB-2003 17:00:59
